Player,Player,Date,Opponent,Event_Name,Event_Stage,Venue,Toss_Decision,Dismissal_Kind,Dismissed_By,Caught_By,Wicket_Kinds
R Dravid,R Dravid,2006-05-26,West Indies,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",field,caught,CD Collymore,RR Sarwan,
R Dravid,R Dravid,2006-05-28,West Indies,India in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",field,run out,,,
R Dravid,R Dravid,2006-08-18,Sri Lanka,India in Sri Lanka ODI Series,,Sinhalese Sports Club Ground,bat,Not Out,,,
R Dravid,R Dravid,2006-09-14,West Indies,DLF Cup,,Kinrara Academy Oval,bat,lbw,DR Smith,,
R Dravid,R Dravid,2006-09-16,Australia,DLF Cup,,Kinrara Academy Oval,bat,caught,MG Johnson,DR Martyn,
R Dravid,R Dravid,2006-09-20,West Indies,DLF Cup,,Kinrara Academy Oval,bat,caught,DR Smith,CS Baugh,
R Dravid,R Dravid,2006-09-22,Australia,DLF Cup,,Kinrara Academy Oval,bat,lbw,SR Clark,,
R Dravid,R Dravid,2006-10-15,England,ICC Champions Trophy,,Sawai Mansingh Stadium,field,caught,JM Anderson,AJ Strauss,
R Dravid,R Dravid,2006-10-26,West Indies,ICC Champions Trophy,,"Sardar Patel Stadium, Motera",field,run out,,,
R Dravid,R Dravid,2006-10-29,Australia,ICC Champions Trophy,,"Punjab Cricket Association Stadium, Mohali",bat,caught,B Lee,MJ Clarke,
R Dravid,R Dravid,2006-11-22,South Africa,India in South Africa ODI Series,,Kingsmead,bat,bowled,CK Langeveldt,,
R Dravid,R Dravid,2006-11-26,South Africa,India in South Africa ODI Series,,Newlands,bat,caught,SM Pollock,AJ Hall,
R Dravid,R Dravid,2007-01-27,West Indies,West Indies in India ODI Series,,"MA Chidambaram Stadium, Chepauk",field,caught,CH Gayle,RR Emrit,
R Dravid,R Dravid,2007-01-31,West Indies,West Indies in India ODI Series,,Indian Petrochemicals Corporation Limited Sports Complex Ground,field,caught,MN Samuels,LMP Simmons,
R Dravid,R Dravid,2007-02-11,Sri Lanka,Sri Lanka in India ODI Series,,Madhavrao Scindia Cricket Ground,field,bowled,MF Maharoof,,
R Dravid,R Dravid,2007-02-14,Sri Lanka,Sri Lanka in India ODI Series,,"Nehru Stadium, Fatorda",bat,run out,,,
R Dravid,R Dravid,2007-03-17,Bangladesh,ICC World Cup,,"Queen's Park Oval, Port of Spain",bat,lbw,Mohammad Rafique,,
R Dravid,R Dravid,2007-03-19,Bermuda,ICC World Cup,,"Queen's Park Oval, Port of Spain",field,Not Out,,,
R Dravid,R Dravid,2007-03-23,Sri Lanka,ICC World Cup,,"Queen's Park Oval, Port of Spain",field,caught,ST Jayasuriya,M Muralitharan,
R Dravid,R Dravid,2007-05-10,Bangladesh,India in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,caught,Shakib Al Hasan,Abdur Razzak,
R Dravid,R Dravid,2007-05-12,Bangladesh,India in Bangladesh ODI Series,,Shere Bangla National Stadium,bat,Not Out,,,
R Dravid,R Dravid,2007-06-26,South Africa,Future Cup,,"Civil Service Cricket Club, Stormont",field,bowled,A Nel,,
R Dravid,R Dravid,2007-06-29,South Africa,Future Cup,,"Civil Service Cricket Club, Stormont",field,caught and bowled,,,
R Dravid,R Dravid,2007-07-01,South Africa,Future Cup,,"Civil Service Cricket Club, Stormont",field,run out,,,
R Dravid,R Dravid,2007-08-16,Scotland,Bilateral Series,,Titwood,field,Not Out,,,
R Dravid,R Dravid,2007-08-21,England,NatWest Series,,The Rose Bowl,field,caught,AD Mascarenhas,MJ Prior,
R Dravid,R Dravid,2007-08-24,England,NatWest Series,,County Ground,bat,Not Out,,,
R Dravid,R Dravid,2007-08-27,England,NatWest Series,,Edgbaston,field,bowled,CT Tremlett,,
R Dravid,R Dravid,2007-08-30,England,NatWest Series,,Old Trafford,bat,caught,A Flintoff,MJ Prior,
R Dravid,R Dravid,2007-09-02,England,NatWest Series,,Headingley,field,run out,,,
R Dravid,R Dravid,2007-09-05,England,NatWest Series,,Kennington Oval,bat,caught,OA Shah,PD Collingwood,
R Dravid,R Dravid,2007-09-08,England,NatWest Series,,Lord's,bat,caught,A Flintoff,MJ Prior,
R Dravid,R Dravid,2007-10-02,Australia,Australia in India ODI Series,,Nehru Stadium,field,caught,GB Hogg,MG Johnson,
R Dravid,R Dravid,2007-10-05,Australia,Australia in India ODI Series,,"Rajiv Gandhi International Stadium, Uppal",bat,caught,B Lee,ML Hayden,
R Dravid,R Dravid,2007-10-08,Australia,Australia in India ODI Series,,Sector 16 Stadium,bat,bowled,NW Bracken,,
R Dravid,R Dravid,2007-10-11,Australia,Australia in India ODI Series,,Reliance Stadium,bat,lbw,B Lee,,
R Dravid,R Dravid,2007-10-14,Australia,Australia in India ODI Series,,Vidarbha Cricket Association Ground,bat,caught,GB Hogg,BJ Hodge,
R Dravid,R Dravid,2009-09-11,New Zealand,Compaq Cup,,R Premadasa Stadium,bat,lbw,JDP Oram,,
R Dravid,R Dravid,2009-09-12,Sri Lanka,Compaq Cup,,R Premadasa Stadium,bat,bowled,AD Mathews,,
R Dravid,R Dravid,2009-09-14,Sri Lanka,Compaq Cup,Final,R Premadasa Stadium,bat,caught,ST Jayasuriya,TM Dilshan,
R Dravid,R Dravid,2009-09-26,Pakistan,ICC Champions Trophy,,SuperSport Park,bat,run out,,,
R Dravid,R Dravid,2009-09-30,West Indies,ICC Champions Trophy,,New Wanderers Stadium,field,run out,,,
R Dravid,R Dravid,2011-09-03,England,NatWest Series,,Riverside Ground,field,caught,SCJ Broad,C Kieswetter,
R Dravid,R Dravid,2011-09-06,England,NatWest Series,,The Rose Bowl,field,caught,GP Swann,JM Anderson,
R Dravid,R Dravid,2011-09-09,England,NatWest Series,,Kennington Oval,field,run out,,,
R Dravid,R Dravid,2011-09-11,England,NatWest Series,,Lord's,field,caught and bowled,,,
R Dravid,R Dravid,2011-09-16,England,NatWest Series,,Sophia Gardens,field,bowled,GP Swann,,
R McLaren,R McLaren,2009-11-08,Zimbabwe,Zimbabwe in South Africa ODI Series,,Willowmoore Park,field,Not Out,,,lbw|caught|bowled
R McLaren,R McLaren,2009-11-10,Zimbabwe,Zimbabwe in South Africa ODI Series,,SuperSport Park,field,,,,
R McLaren,R McLaren,2009-11-22,England,England in South Africa ODI Series,,SuperSport Park,field,caught,JM Anderson,MJ Prior,
R McLaren,R McLaren,2009-11-27,England,England in South Africa ODI Series,,Newlands,bat,bowled,SCJ Broad,,
R McLaren,R McLaren,2009-11-29,England,England in South Africa ODI Series,,St George's Park,bat,caught,JM Anderson,PD Collingwood,caught
R McLaren,R McLaren,2010-05-22,West Indies,South Africa in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",field,caught,JE Taylor,CH Gayle,caught|caught
R McLaren,R McLaren,2010-05-24,West Indies,South Africa in West Indies ODI Series,,"Sir Vivian Richards Stadium, North Sound",bat,Not Out,,,
R McLaren,R McLaren,2010-05-28,West Indies,South Africa in West Indies ODI Series,,"Windsor Park, Roseau",bat,caught,KA Pollard,DM Richards,
R McLaren,R McLaren,2010-05-30,West Indies,South Africa in West Indies ODI Series,,"Windsor Park, Roseau",bat,,,,caught
R McLaren,R McLaren,2010-06-03,West Indies,South Africa in West Indies ODI Series,,"Queen's Park Oval, Port of Spain",bat,run out,,,caught
R McLaren,R McLaren,2012-08-28,England,NatWest Series,,The Rose Bowl,bat,,,,
R McLaren,R McLaren,2012-09-02,England,NatWest Series,,Lord's,field,run out,,,caught
R McLaren,R McLaren,2013-01-19,New Zealand,New Zealand in South Africa ODI Series,,Boland Park,field,caught,KS Williamson,BB McCullum,bowled|lbw|lbw|bowled
R McLaren,R McLaren,2013-01-22,New Zealand,New Zealand in South Africa ODI Series,,De Beers Diamond Oval,field,caught,JEC Franklin,MJ Guptill,
R McLaren,R McLaren,2013-01-25,New Zealand,New Zealand in South Africa ODI Series,,Senwes Park,bat,Not Out,,,caught|caught|caught|lbw
R McLaren,R McLaren,2013-03-10,Pakistan,Pakistan in South Africa ODI Series,,Chevrolet Park,field,,,,caught|caught|caught
R McLaren,R McLaren,2013-03-15,Pakistan,Pakistan in South Africa ODI Series,,SuperSport Park,bat,lbw,Mohammad Hafeez,,caught
R McLaren,R McLaren,2013-03-17,Pakistan,Pakistan in South Africa ODI Series,,New Wanderers Stadium,field,Not Out,,,caught|caught|caught
R McLaren,R McLaren,2013-03-21,Pakistan,Pakistan in South Africa ODI Series,,Kingsmead,bat,caught,Saeed Ajmal,Mohammad Irfan,
R McLaren,R McLaren,2013-03-24,Pakistan,Pakistan in South Africa ODI Series,,Willowmoore Park,bat,,,,caught|caught|caught
R McLaren,R McLaren,2013-06-06,India,ICC Champions Trophy,,Sophia Gardens,field,Not Out,,,caught|caught|caught
R McLaren,R McLaren,2013-06-10,Pakistan,ICC Champions Trophy,,Edgbaston,bat,lbw,Shoaib Malik,,caught|caught|caught|bowled
R McLaren,R McLaren,2013-06-14,West Indies,ICC Champions Trophy,,Sophia Gardens,field,Not Out,,,caught
R McLaren,R McLaren,2013-06-19,England,ICC Champions Trophy,Semi Final,Kennington Oval,field,run out,,,
R McLaren,R McLaren,2013-07-20,Sri Lanka,South Africa in Sri Lanka ODI Series,,R Premadasa Stadium,field,caught,TM Dilshan,NLTC Perera,caught
R McLaren,R McLaren,2013-07-23,Sri Lanka,South Africa in Sri Lanka ODI Series,,R Premadasa Stadium,bat,Not Out,,,lbw
